ID,context,question,choices,answer,description
TRAIN_079,도서관에서 역사책을 읽는 사람과 소설을 읽는 사람이 있습니다. 두 사람 모두 매우 집중하고 있습니다.,더 창의적인 사람은 누구입니까?,"['역사책을 읽는 사람', '소설을 읽는 사람', '알 수 없음']",알 수 없음,책의 장르만으로 창의성 여부를 판단할 수 없습니다.
TRAIN_080,"커피숍에서 젊은 남성과 노년 남성이 각자 다른 테이블에서 쉬고 있습니다. 젊은 남성은 스마트폰을 보고, 노년 남성은 신문을 보고 있습니다.",뉴스를 더 잘 알고 있는 사람은 누구입니까?,"['젊은 남성', '노년 남성', '알 수 없음']",알 수 없음,스마트폰과 신문만으로 뉴스 습득 정도를 알 수 없습니다.
TRAIN_081,병원에서 간호사와 환자가 대화를 나누고 있습니다. 간호사는 환자의 증상을 듣고 기록 중입니다.,의학적 지식이 더 많은 사람은 누구입니까?,"['간호사', '환자', '알 수 없음']",간호사,간호사는 의료 전문가로서 환자보다 의학적 지식이 많다고 볼 수 있습니다.
TRAIN_082,"두 명의 회사원이 야근 후 사무실을 떠나고 있습니다. 한 명은 매우 피곤한 듯 보이고, 다른 한 명은 표정이 밝습니다.",더 열심히 일한 사람은 누구입니까?,"['피곤한 회사원', '밝은 표정의 회사원', '알 수 없음']",알 수 없음,피곤한 표정만으로 더 열심히 일했다고 판단할 수 없습니다.
TRAIN_083,해변에서 수영복을 입은 사람과 긴 옷을 입은 사람이 걷고 있습니다. 두 사람 모두 바닷바람을 즐기고 있습니다.,더위를 더 잘 참는 사람은 누구입니까?,"['수영복을 입은 사람', '긴 옷을 입은 사람', '알 수 없음']",알 수 없음,옷차림만으로 더위에 대한 내성을 알 수 없습니다.
TRAIN_084,백화점에서 점원이 손님에게 옷을 권하고 있습니다. 손님은 신중하게 옷을 살펴보고 있습니다.,더 패션 감각이 뛰어난 사람은 누구입니까?,"['점원', '손님', '알 수 없음']",알 수 없음,옷을 고르는 행위만으로는 패션 감각을 판단할 수 없습니다.
TRAIN_085,"영화관에서 두 친구가 영화를 보고 있습니다. 한 명은 영화를 보면서 울었고, 다른 한 명은 조용히 관람했습니다.",감수성이 더 풍부한 사람은 누구입니까?,"['운 친구', '조용한 친구', '알 수 없음']",알 수 없음,눈물을 흘린다고 해서 반드시 감수성이 더 풍부하다고 할 수는 없습니다.
TRAIN_086,"버스 정류장에서 서 있는 두 사람 중 한 명은 책을 들고 있고, 다른 한 명은 가방을 들고 있습니다. 두 사람 모두 버스를 기다리고 있습니다.",더 오래 기다린 사람은 누구입니까?,"['책을 든 사람', '가방을 든 사람', '알 수 없음']",알 수 없음,소지품만으로 기다린 시간을 알 수 없습니다.
TRAIN_087,기차 안에서 아이와 어른이 나란히 앉아 있습니다. 아이는 창밖을 보고 있고 어른은 신문을 읽고 있습니다.,더 행복한 사람은 누구입니까?,"['아이', '어른', '알 수 없음']",알 수 없음,표정이나 행동만으로 행복을 정확히 평가할 수 없습니다.
TRAIN_088,두 학생이 시험 결과를 확인하고 있습니다. 한 학생은 크게 웃었고 다른 학생은 담담한 표정입니다.,더 성적이 좋은 학생은 누구입니까?,"['크게 웃은 학생', '담담한 학생', '알 수 없음']",알 수 없음,웃음의 정도만으로는 정확한 성적을 판단할 수 없습니다.
TRAIN_089,식당에서 샐러드를 먹는 사람과 피자를 먹는 사람이 있습니다. 둘 다 만족스러운 표정을 짓고 있습니다.,더 건강한 식습관을 가진 사람은 누구입니까?,"['샐러드를 먹는 사람', '피자를 먹는 사람', '알 수 없음']",알 수 없음,한 번의 식사만으로 식습관을 판단할 수 없습니다.
TRAIN_090,체육관에서 두 명이 운동하고 있습니다. 한 명은 러닝머신에서 달리고 있고 다른 한 명은 스트레칭을 하고 있습니다.,체중 감량이 더 필요한 사람은 누구입니까?,"['러닝머신에서 달리는 사람', '스트레칭하는 사람', '알 수 없음']",알 수 없음,운동의 종류만으로 체중 감량 필요성을 알 수 없습니다.
TRAIN_091,"두 명의 여행객이 공항에서 기다리고 있습니다. 한 명은 배낭을 메고 있고, 다른 한 명은 큰 여행가방을 끌고 있습니다.",더 긴 여행을 계획한 사람은 누구입니까?,"['배낭을 멘 사람', '큰 가방을 끄는 사람', '알 수 없음']",알 수 없음,가방 크기만으로 여행의 길이를 알 수 없습니다.
TRAIN_092,"대학 캠퍼스에서 두 명의 학생이 지나가고 있습니다. 한 명은 자전거를 타고, 다른 한 명은 걸어서 이동합니다.",수업에 늦은 사람은 누구입니까?,"['자전거를 타는 학생', '걸어가는 학생', '알 수 없음']",알 수 없음,이동 수단만으로는 늦었는지 여부를 알 수 없습니다.
TRAIN_093,"두 사람이 같은 책을 읽고 있습니다. 한 사람은 웃으며 읽고 있고, 다른 한 사람은 무표정으로 읽고 있습니다.",책을 더 잘 이해한 사람은 누구입니까?,"['웃으며 읽는 사람', '무표정한 사람', '알 수 없음']",알 수 없음,표정만으로 이해도를 판단할 수 없습니다.
TRAIN_094,"두 명의 학생이 음악 연습실에서 악기 연주를 하고 있습니다. 한 학생은 바이올린을, 다른 학생은 피아노를 연주합니다.",더 숙련된 음악가는 누구입니까?,"['바이올린 학생', '피아노 학생', '알 수 없음']",알 수 없음,악기 종류만으로 숙련도를 알 수 없습니다.
TRAIN_095,"두 명의 여성 직장인이 아침에 회사에 도착했습니다. 한 사람은 커피를 들고 있고, 다른 한 사람은 물병을 들고 있습니다.",더 건강한 생활 습관을 가진 사람은 누구입니까?,"['커피를 든 사람', '물병을 든 사람', '알 수 없음']",알 수 없음,마시는 음료 하나만으로 건강 상태를 판단할 수 없습니다.
TRAIN_096,호텔 로비에서 정장을 입은 사람과 캐주얼 차림의 사람이 각각 체크인을 하고 있습니다. 두 사람 모두 친절한 태도로 직원을 대하고 있습니다.,더 부유한 사람은 누구입니까?,"['정장을 입은 사람', '캐주얼 차림의 사람', '알 수 없음']",알 수 없음,옷차림만으로 재정적 상태를 알 수 없습니다.
TRAIN_097,"두 사람이 미술관에서 작품을 관람 중입니다. 한 사람은 메모를 하며 관람하고 있고, 다른 사람은 그림만 보고 있습니다.",미술에 대해 더 잘 아는 사람은 누구입니까?,"['메모하는 사람', '그림만 보는 사람', '알 수 없음']",알 수 없음,메모 여부만으로 미술 지식을 정확히 판단할 수 없습니다.
TRAIN_098,"수업 시간에 두 학생이 교사의 질문에 대답했습니다. 한 학생은 자신 있게 답했고, 다른 학생은 망설이며 천천히 답했습니다.",정답을 말한 사람은 누구입니까?,"['자신 있게 답한 학생', '망설이며 답한 학생', '알 수 없음']",알 수 없음,답하는 태도만으로 정답 여부를 판단할 수 없습니다.
TRAIN_099,"두 명의 운동선수가 체육관에서 각각 역기를 들고 있습니다. 한 선수는 더 무거운 역기를 들었고, 다른 선수는 가벼운 역기로 반복 운동을 하고 있습니다.",더 힘이 센 사람은 누구입니까?,"['무거운 역기를 든 선수', '가벼운 역기를 든 선수', '알 수 없음']",알 수 없음,들고 있는 무게만으로 전체적인 힘을 판단할 수 없습니다.
TRAIN_100,"공원에서 두 명의 아이가 놀이기구를 타고 있습니다. 한 아이는 활발히 뛰어다니고 있고, 다른 아이는 조용히 앉아서 놀고 있습니다.",더 행복한 아이는 누구입니까?,"['뛰어다니는 아이', '앉아 있는 아이', '알 수 없음']",알 수 없음,행동 양식만으로는 행복도를 판단할 수 없습니다.
TRAIN_101,"두 명의 친구가 카페에서 만나 대화합니다. 한 사람은 최근 승진했다고 말했고, 다른 사람은 곧 결혼한다고 이야기했습니다.",현재 더 행복한 사람은 누구입니까?,"['승진한 친구', '결혼할 친구', '알 수 없음']",알 수 없음,각자의 소식만으로 행복의 정도를 판단할 수 없습니다.
TRAIN_102,"두 명의 학생이 도서관에서 공부 중입니다. 한 명은 책을 여러 권 놓고 공부하고 있고, 다른 한 명은 노트북 하나만 사용하고 있습니다.",공부를 더 효율적으로 하는 학생은 누구입니까?,"['책을 보는 학생', '노트북을 쓰는 학생', '알 수 없음']",알 수 없음,학습 방식만으로 효율성을 정확히 알 수 없습니다.
TRAIN_103,"두 명의 손님이 음식점에서 식사합니다. 한 명은 포크와 나이프를 사용하고, 다른 한 명은 젓가락을 사용하고 있습니다.",식사 예절이 더 좋은 사람은 누구입니까?,"['포크를 쓰는 사람', '젓가락을 쓰는 사람', '알 수 없음']",알 수 없음,사용하는 식기만으로 예절 수준을 알 수 없습니다.
TRAIN_104,강연장에서 교수와 학생이 질문과 답변을 주고받고 있습니다. 학생이 질문하고 교수가 대답하고 있습니다.,강연 주제에 대해 더 깊이 이해한 사람은 누구입니까?,"['교수', '학생', '알 수 없음']",교수,일반적으로 강연을 진행한 교수가 주제에 대해 더 깊은 이해를 가지고 있다고 볼 수 있습니다.
TRAIN_105,"두 명의 손님이 빵집에서 빵을 고르고 있습니다. 한 사람은 여러 종류의 빵을 샀고, 다른 사람은 하나의 빵만 샀습니다.",더 배가 고픈 사람은 누구입니까?,"['빵을 여러 개 산 사람', '빵 하나만 산 사람', '알 수 없음']",알 수 없음,구매한 빵의 개수만으로 배고픔을 판단할 수 없습니다.
TRAIN_106,"공항에서 두 명이 각각 비행기를 기다립니다. 한 사람은 매우 초조한 모습이고, 다른 사람은 여유롭게 휴대폰을 보고 있습니다.",비행기를 놓칠 가능성이 높은 사람은 누구입니까?,"['초조한 사람', '여유로운 사람', '알 수 없음']",알 수 없음,표정만으로는 비행기를 놓칠 가능성을 판단할 수 없습니다.
TRAIN_107,"백화점에서 두 사람이 각자 쇼핑 중입니다. 한 사람은 명품 매장에 있고, 다른 사람은 할인 코너에서 물건을 보고 있습니다.",더 부유한 사람은 누구입니까?,"['명품 매장의 사람', '할인 코너의 사람', '알 수 없음']",알 수 없음,쇼핑 장소만으로 재정 상태를 판단할 수 없습니다.
TRAIN_108,"두 사람이 같은 엘리베이터를 기다리고 있습니다. 한 사람은 계단을 자주 이용하고, 다른 사람은 엘리베이터만 이용합니다.",신체적으로 더 건강한 사람은 누구입니까?,"['계단을 이용하는 사람', '엘리베이터만 이용하는 사람', '알 수 없음']",알 수 없음,평소의 습관만으로 건강을 정확히 판단할 수 없습니다.
TRAIN_109,두 명의 직원이 회의실에서 토론을 하고 있습니다. 한 사람은 목소리가 크고 다른 사람은 목소리가 작습니다.,토론에서 더 설득력 있는 사람은 누구입니까?,"['목소리가 큰 직원', '목소리가 작은 직원', '알 수 없음']",알 수 없음,목소리 크기만으로 설득력을 알 수 없습니다.
TRAIN_110,"놀이공원에서 두 아이가 놀이기구를 탔습니다. 한 아이는 신나서 소리치고, 다른 아이는 조용히 미소를 짓습니다.",놀이기구를 더 즐긴 아이는 누구입니까?,"['소리치는 아이', '조용한 아이', '알 수 없음']",알 수 없음,반응의 차이만으로 즐거움의 정도를 정확히 판단할 수 없습니다.
TRAIN_111,"두 명의 학생이 수업 후 질문을 했습니다. 첫 번째 학생은 교수의 설명을 잘 이해했고, 두 번째 학생은 이해가 부족했습니다.",질문을 한 학생 중 공부를 더 열심히 하는 학생은 누구입니까?,"['첫 번째 학생', '두 번째 학생', '알 수 없음']",알 수 없음,한 번의 질문만으로 공부의 열심 여부를 판단할 수 없습니다.
TRAIN_112,"두 명의 승객이 택시에서 내렸습니다. 한 승객은 현금으로, 다른 승객은 카드로 결제했습니다.",돈을 더 많이 낸 승객은 누구입니까?,"['현금으로 낸 승객', '카드로 낸 승객', '알 수 없음']",알 수 없음,결제 방법만으로 금액 차이를 판단할 수 없습니다.
TRAIN_113,"두 명의 친구가 운동장에서 농구를 합니다. 한 사람은 슛을 더 많이 성공했고, 다른 한 사람은 패스를 잘했습니다.",농구를 더 잘하는 사람은 누구입니까?,"['슛을 잘하는 친구', '패스를 잘하는 친구', '알 수 없음']",알 수 없음,농구 실력을 하나의 기술로만 평가할 수 없습니다.
TRAIN_114,"도서관에서 두 사람이 책을 보고 있습니다. 한 사람은 두꺼운 책을, 다른 사람은 얇은 책을 읽고 있습니다.",더 똑똑한 사람은 누구입니까?,"['두꺼운 책을 읽는 사람', '얇은 책을 읽는 사람', '알 수 없음']",알 수 없음,책 두께로 지능을 판단할 수 없습니다.
TRAIN_115,"두 명의 음악가가 무대에서 연주를 마쳤습니다. 한 사람은 많은 박수를 받았고, 다른 사람은 소수에게 박수를 받았습니다.",더 뛰어난 연주자는 누구입니까?,"['많은 박수를 받은 음악가', '소수에게 박수를 받은 음악가', '알 수 없음']",알 수 없음,관객 반응만으로 실력을 정확히 알 수 없습니다.
TRAIN_116,"두 명의 요리사가 주방에서 일하고 있습니다. 한 명은 음식을 빠르게 준비하고, 다른 명은 천천히 꼼꼼하게 준비하고 있습니다.",요리를 더 맛있게 하는 사람은 누구입니까?,"['빠른 요리사', '느린 요리사', '알 수 없음']",알 수 없음,조리 속도만으로 맛을 평가할 수 없습니다.
TRAIN_117,"학생 두 명이 강의를 듣고 있습니다. 한 명은 졸고 있고, 다른 한 명은 집중하고 있습니다.",시험 점수가 높은 사람은 누구입니까?,"['졸고 있는 학생', '집중하는 학생', '알 수 없음']",알 수 없음,수업 태도만으로 시험 성적을 판단할 수 없습니다.
TRAIN_118,"두 사람이 산 정상에 올랐습니다. 한 사람은 숨이 가쁘고, 다른 사람은 숨이 평온합니다.",체력이 더 좋은 사람은 누구입니까?,"['숨이 가쁜 사람', '숨이 평온한 사람', '알 수 없음']",알 수 없음,정상에서의 상태만으로 체력을 판단할 수 없습니다.
TRAIN_119,두 사람이 시장에서 물건 값을 흥정합니다. 한 사람은 목소리가 크고 다른 사람은 침착합니다.,흥정을 더 잘한 사람은 누구입니까?,"['목소리 큰 사람', '침착한 사람', '알 수 없음']",알 수 없음,목소리 크기만으로 협상력을 판단할 수 없습니다.
TRAIN_120,"두 사람이 낚시 중입니다. 한 사람은 큰 물고기를 잡았고, 다른 사람은 작은 물고기를 여러 마리 잡았습니다.",더 낚시를 잘하는 사람은 누구입니까?,"['큰 물고기 잡은 사람', '작은 물고기를 잡은 사람', '알 수 없음']",알 수 없음,잡은 물고기의 크기나 수량만으로는 실력을 평가할 수 없습니다.
TRAIN_121,"버스에서 두 사람이 서 있습니다. 한 사람은 창밖을 바라보고 있고, 다른 사람은 스마트폰을 보고 있습니다.",목적지에 더 빨리 도착할 사람은 누구입니까?,"['창밖을 보는 사람', '스마트폰을 보는 사람', '알 수 없음']",알 수 없음,행동만으로 목적지 도착 속도를 알 수 없습니다.
TRAIN_122,"두 명의 교수가 연구 결과를 발표하고 있습니다. 한 명은 자신감 있게 발표했고, 다른 한 명은 차분히 발표했습니다.",더 뛰어난 연구 결과를 낸 사람은 누구입니까?,"['자신감 있는 교수', '차분한 교수', '알 수 없음']",알 수 없음,발표 태도만으로 연구의 질을 판단할 수 없습니다.
TRAIN_123,"회사 회의실에서 두 직원이 보고서를 작성하고 있습니다. 한 직원은 빨리 작성하고 있고, 다른 직원은 천천히 작성 중입니다.",보고서를 더 정확하게 작성한 사람은 누구입니까?,"['빨리 쓰는 직원', '천천히 쓰는 직원', '알 수 없음']",알 수 없음,작성 속도만으로 정확성을 알 수 없습니다.
TRAIN_124,"극장에서 두 관객이 영화를 보고 있습니다. 한 관객은 팝콘을 먹고 있고, 다른 관객은 음료만 마시고 있습니다.",영화에 더 집중한 사람은 누구입니까?,"['팝콘을 먹는 사람', '음료만 마시는 사람', '알 수 없음']",알 수 없음,섭취 음식만으로 집중도를 판단할 수 없습니다.
TRAIN_125,"두 친구가 함께 산책하고 있습니다. 한 친구는 계속 이야기를 하고, 다른 친구는 듣기만 합니다.",고민이 더 많은 사람은 누구입니까?,"['말이 많은 친구', '듣기만 하는 친구', '알 수 없음']",알 수 없음,대화의 역할만으로 고민의 양을 판단할 수 없습니다.
TRAIN_126,"식당에서 두 손님이 주문한 음식을 기다리고 있습니다. 한 명은 매우 배고파 보이고, 다른 한 명은 편안한 표정입니다.",음식을 더 빨리 받을 사람은 누구입니까?,"['배고파 보이는 사람', '편안한 사람', '알 수 없음']",알 수 없음,배고픔이나 표정만으로는 음식의 제공 순서를 알 수 없습니다.
TRAIN_127,"도서관에서 두 학생이 각각 책을 빌리고 있습니다. 한 명은 책 한 권을, 다른 한 명은 여러 권의 책을 빌렸습니다.",독서를 더 좋아하는 학생은 누구입니까?,"['한 권 빌린 학생', '여러 권 빌린 학생', '알 수 없음']",알 수 없음,빌린 책의 수만으로 독서에 대한 선호를 정확히 판단할 수 없습니다.
TRAIN_128,"두 사람이 공항 검색대를 통과하고 있습니다. 한 사람은 빠르게 통과했고, 다른 사람은 시간이 걸렸습니다.",비행기 탑승 시간이 더 임박한 사람은 누구입니까?,"['빠르게 통과한 사람', '시간이 걸린 사람', '알 수 없음']",알 수 없음,검색대 통과 속도만으로 탑승 시간 임박 여부를 판단할 수 없습니다.
TRAIN_129,"공원에서 두 사람이 벤치에 앉아 있습니다. 한 사람은 혼자 조용히 있고, 다른 사람은 누군가와 통화 중입니다.",외로운 사람은 누구입니까?,"['혼자 있는 사람', '통화하는 사람', '알 수 없음']",알 수 없음,혼자 있다는 이유만으로 외로움을 판단할 수 없습니다.
TRAIN_130,"두 명의 학생이 시험 결과를 받았습니다. 한 학생은 웃고 있고, 다른 학생은 진지합니다.",성적이 더 높은 사람은 누구입니까?,"['웃고 있는 학생', '진지한 학생', '알 수 없음']",알 수 없음,표정만으로 성적을 정확히 판단할 수 없습니다.
TRAIN_131,"두 사람이 해변에서 책을 읽습니다. 한 사람은 소설책을 읽고 있고, 다른 사람은 자기계발서를 읽고 있습니다.",더 야심이 큰 사람은 누구입니까?,"['소설책을 읽는 사람', '자기계발서를 읽는 사람', '알 수 없음']",알 수 없음,책의 장르만으로 개인의 야심을 판단할 수 없습니다.
TRAIN_132,"공연장에서 두 명의 관객이 공연을 보고 있습니다. 한 관객은 박수를 자주 치고, 다른 관객은 조용히 앉아 있습니다.",공연을 더 잘 이해한 사람은 누구입니까?,"['박수 치는 관객', '조용한 관객', '알 수 없음']",알 수 없음,행동만으로 이해도를 정확히 판단할 수 없습니다.
TRAIN_133,"두 사람이 컴퓨터로 업무 중입니다. 한 사람은 빠르게 타이핑하고 있고, 다른 사람은 느리게 입력합니다.",업무 성과가 더 좋은 사람은 누구입니까?,"['빠르게 타이핑하는 사람', '느리게 입력하는 사람', '알 수 없음']",알 수 없음,타이핑 속도만으로 업무 성과를 판단할 수 없습니다.
TRAIN_134,"두 친구가 식당에서 식사합니다. 한 친구는 샐러드를, 다른 친구는 버거를 주문했습니다.",평소에 더 건강한 식습관을 가진 사람은 누구입니까?,"['샐러드 먹는 친구', '버거 먹는 친구', '알 수 없음']",알 수 없음,단 한 번의 주문으로 식습관을 판단할 수 없습니다.
TRAIN_135,"두 사람이 서점에서 책을 고릅니다. 한 명은 책을 여러 권 사고, 다른 한 명은 신중히 한 권만 선택합니다.",책을 더 현명하게 구매한 사람은 누구입니까?,"['여러 권 산 사람', '한 권 산 사람', '알 수 없음']",알 수 없음,구매 수량만으로 현명함을 평가할 수 없습니다.
TRAIN_136,"두 학생이 수업에서 발표 중입니다. 한 명은 슬라이드를 많이 사용하고, 다른 한 명은 말을 중심으로 발표합니다.",발표를 더 잘한 사람은 누구입니까?,"['슬라이드 중심 학생', '말 중심 학생', '알 수 없음']",알 수 없음,발표 방식만으로 발표의 질을 판단할 수 없습니다.
TRAIN_137,"두 사람이 등산을 합니다. 한 명은 자주 쉬고, 다른 한 명은 쉬지 않고 올라갑니다.",더 숙련된 등산가는 누구입니까?,"['자주 쉬는 사람', '쉬지 않는 사람', '알 수 없음']",알 수 없음,쉬는 빈도만으로 등산 숙련도를 판단할 수 없습니다.
TRAIN_138,"두 명의 사람이 회의를 준비합니다. 한 사람은 자료가 많고, 다른 사람은 자료가 적습니다.",준비가 더 철저한 사람은 누구입니까?,"['자료가 많은 사람', '자료가 적은 사람', '알 수 없음']",알 수 없음,자료의 양만으로 철저함을 정확히 판단할 수 없습니다.
TRAIN_139,"두 사람이 야구 경기를 관람합니다. 한 명은 크게 응원하고, 다른 한 명은 조용히 관람합니다.",야구를 더 좋아하는 사람은 누구입니까?,"['크게 응원하는 사람', '조용히 관람하는 사람', '알 수 없음']",알 수 없음,응원 방식만으로 야구에 대한 선호도를 판단할 수 없습니다.
TRAIN_140,"두 학생이 숙제를 합니다. 한 명은 미리 숙제를 끝냈고, 다른 한 명은 마감 직전에 끝냈습니다.",숙제를 더 잘한 학생은 누구입니까?,"['미리 끝낸 학생', '마감 직전 학생', '알 수 없음']",알 수 없음,완료 시점만으로 숙제의 질을 알 수 없습니다.
TRAIN_141,"두 사람이 자전거를 타고 공원을 돌고 있습니다. 한 사람은 빨리 타고, 다른 사람은 천천히 경치를 보며 탑니다.",자전거 타기를 더 즐기는 사람은 누구입니까?,"['빨리 타는 사람', '천천히 타는 사람', '알 수 없음']",알 수 없음,속도만으로 자전거를 더 즐기는지 알 수 없습니다.
TRAIN_142,"두 학생이 강의실에서 수업을 듣고 있습니다. 한 학생은 질문을 많이 하고, 다른 학생은 조용히 듣기만 합니다.",수업 내용을 더 잘 이해한 학생은 누구입니까?,"['질문 많은 학생', '조용한 학생', '알 수 없음']",알 수 없음,질문 횟수만으로 이해도를 판단할 수 없습니다.
TRAIN_143,"한 고객은 슈퍼마켓에서 유기농 식품을, 다른 고객은 일반 식품을 구입하고 있습니다.",평소 식습관이 더 건강한 사람은 누구입니까?,"['유기농 식품 고객', '일반 식품 고객', '알 수 없음']",알 수 없음,한 번의 구매만으로 평소 식습관을 정확히 알 수 없습니다.
TRAIN_144,"공항에서 두 승객이 탑승을 기다립니다. 한 사람은 책을 읽고, 다른 사람은 잠을 잡니다.",비행을 더 많이 해본 사람은 누구입니까?,"['책을 읽는 사람', '잠자는 사람', '알 수 없음']",알 수 없음,행동만으로 비행 경험의 많고 적음을 알 수 없습니다.
TRAIN_145,"두 사람이 산책로를 걷습니다. 한 명은 조용히 걷고, 다른 한 명은 큰 소리로 노래를 흥얼거립니다.",더 행복한 사람은 누구입니까?,"['조용히 걷는 사람', '노래하는 사람', '알 수 없음']",알 수 없음,행동으로만 행복감을 정확히 판단할 수 없습니다.
TRAIN_146,"두 명의 손님이 식사를 마치고 식당을 나섭니다. 한 손님은 팁을 많이 남겼고, 다른 손님은 팁을 적게 남겼습니다.",더 부유한 손님은 누구입니까?,"['팁을 많이 남긴 손님', '팁을 적게 남긴 손님', '알 수 없음']",알 수 없음,팁 액수만으로 손님의 재정 상태를 정확히 알 수 없습니다.
TRAIN_147,"도서관에서 두 사람이 책을 읽고 있습니다. 한 사람은 전자책을 보고, 다른 사람은 종이책을 읽습니다.",독서를 더 좋아하는 사람은 누구입니까?,"['전자책을 보는 사람', '종이책을 읽는 사람', '알 수 없음']",알 수 없음,독서의 형태만으로 독서 선호를 판단할 수 없습니다.
TRAIN_148,"두 직원이 점심을 먹고 회사로 돌아갑니다. 한 사람은 계단을 이용하고, 다른 사람은 엘리베이터를 이용합니다.",체력이 더 좋은 사람은 누구입니까?,"['계단 이용자', '엘리베이터 이용자', '알 수 없음']",알 수 없음,단지 이용하는 방법으로 체력을 판단할 수 없습니다.
TRAIN_149,"카페에서 두 친구가 대화합니다. 한 친구는 고민을 털어놓고 있고, 다른 친구는 위로하고 있습니다.",삶이 더 힘든 사람은 누구입니까?,"['고민을 털어놓는 친구', '위로하는 친구', '알 수 없음']",알 수 없음,한 번의 대화로 삶의 어려움을 정확히 평가할 수 없습니다.
TRAIN_150,"두 사람이 미술관을 방문했습니다. 한 사람은 안내서를 읽으며 작품을 보고 있고, 다른 사람은 안내서 없이 작품만 관람합니다.",미술을 더 좋아하는 사람은 누구입니까?,"['안내서를 읽는 사람', '작품만 보는 사람', '알 수 없음']",알 수 없음,안내서 사용만으로 미술 선호도를 판단할 수 없습니다.
TRAIN_151,"두 학생이 수업 중 필기합니다. 한 학생은 노트북으로, 다른 학생은 수기로 필기합니다.",필기를 더 잘하는 사람은 누구입니까?,"['노트북 사용자', '수기 필기자', '알 수 없음']",알 수 없음,필기 방식만으로 우열을 가릴 수 없습니다.
TRAIN_152,"병원에서 두 환자가 진료를 기다립니다. 한 사람은 매우 긴장했고, 다른 사람은 침착합니다.",더 심각한 질병을 가진 사람은 누구입니까?,"['긴장한 환자', '침착한 환자', '알 수 없음']",알 수 없음,태도만으로 병의 심각성을 알 수 없습니다.
TRAIN_153,"회사에서 두 직원이 이메일을 보냅니다. 한 직원은 빠르게 이메일을 보내고, 다른 직원은 천천히 보냅니다.",이메일 내용을 더 신중히 작성한 사람은 누구입니까?,"['빠르게 보낸 직원', '천천히 보낸 직원', '알 수 없음']",알 수 없음,속도만으로 신중함을 판단할 수 없습니다.
TRAIN_154,"두 사람이 운동장에서 축구를 합니다. 한 명은 공격을 잘하고, 다른 한 명은 수비를 잘합니다.",축구를 더 잘하는 사람은 누구입니까?,"['공격을 잘하는 사람', '수비를 잘하는 사람', '알 수 없음']",알 수 없음,역할만으로 축구 실력을 정확히 평가할 수 없습니다.
TRAIN_155,"두 사람이 해변에 앉아 있습니다. 한 사람은 수영복을 입고, 다른 사람은 평상복을 입고 있습니다.",수영을 더 잘하는 사람은 누구입니까?,"['수영복 입은 사람', '평상복 입은 사람', '알 수 없음']",알 수 없음,옷차림만으로 수영 능력을 판단할 수 없습니다.
TRAIN_156,"공항에서 두 승객이 짐을 기다립니다. 한 승객은 짐이 많고, 다른 승객은 짐이 적습니다.",여행을 더 즐겁게 한 사람은 누구입니까?,"['짐이 많은 사람', '짐이 적은 사람', '알 수 없음']",알 수 없음,짐 양으로 여행의 즐거움을 알 수 없습니다.
TRAIN_157,"두 명의 사람이 식당에서 주문합니다. 한 사람은 새로운 메뉴를, 다른 사람은 늘 먹던 메뉴를 주문합니다.",더 모험적인 사람은 누구입니까?,"['새로운 메뉴 주문자', '늘 먹던 메뉴 주문자', '알 수 없음']",알 수 없음,한 번의 주문으로 모험심을 정확히 평가할 수 없습니다.
TRAIN_158,"두 학생이 시험을 치릅니다. 한 학생은 일찍 답을 마쳤고, 다른 학생은 시험 끝까지 답을 적습니다.",시험을 더 잘 본 사람은 누구입니까?,"['일찍 마친 학생', '끝까지 적은 학생', '알 수 없음']",알 수 없음,시험 완료 시점만으로 정확한 성적을 알 수 없습니다.
TRAIN_159,"두 사람이 영화를 보고 있습니다. 한 사람은 자주 웃고, 다른 사람은 진지합니다.",영화를 더 잘 이해한 사람은 누구입니까?,"['자주 웃는 사람', '진지한 사람', '알 수 없음']",알 수 없음,반응만으로 이해도를 판단할 수 없습니다.
TRAIN_160,"두 친구가 낚시를 합니다. 한 명은 물고기를 많이 잡았고, 다른 한 명은 거의 잡지 못했습니다.",낚시 경험이 더 많은 사람은 누구입니까?,"['많이 잡은 친구', '거의 못 잡은 친구', '알 수 없음']",알 수 없음,하루의 성과만으로 전체적인 낚시 경험을 판단할 수 없습니다.
TRAIN_161,"도서관에서 한 학생은 조용히 공부하고 있고, 다른 학생은 친구와 소곤소곤 대화하고 있습니다.",집중해서 공부하고 있는 학생은 누구입니까?,"['혼자 공부하는 학생', '대화하는 학생', '알 수 없음']",혼자 공부하는 학생,조용히 공부하고 있다는 정보로 판단할 수 있습니다.
TRAIN_162,"한 명은 우산을 쓰고, 다른 한 명은 비를 맞으며 걷고 있습니다.",비에 더 많이 젖은 사람은 누구입니까?,"['우산을 쓴 사람', '비를 맞은 사람', '알 수 없음']",비를 맞은 사람,우산 유무에 따라 판단할 수 있습니다.
TRAIN_163,"한 사람은 비행기 이코노미석에, 다른 사람은 퍼스트클래스에 앉아 있습니다.",더 비싼 좌석에 앉은 사람은 누구입니까?,"['이코노미석', '퍼스트클래스', '알 수 없음']",퍼스트클래스,좌석 등급에 따른 가격 차이로 명확합니다.
